source: ,"Table 32-10-0358-01  Area, production and farm value of potatoes",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,"Area, production and farm value of potatoes",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1921,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,92.3,,,,1
1921,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,3515,,,,0
1921,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,0.75,,,,2
1921,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,2636,,,,0
1921,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,58600,,,,0
1921,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,105.9,,,,1
1921,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,6206,,,,0
1921,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,0.83,,,,2
1921,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,5172,,,,0
1921,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,51400,,,,0
1921,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,95.1,,,,1
1921,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,4886,,,,0
1921,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,0.83,,,,2
1921,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,4072,,,,0
1921,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,16700,,,,0
1921,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,105.6,,,,1
1921,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,1764,,,,0
1921,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,1.5,,,,2
1921,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,2646,,,,0
1922,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,683600,,,,0
1922,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,81.5,,,,1
1922,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,55745,,,,0
1922,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,0.9,,,,2
1922,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,50320,,,,0
1922,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,35600,,,,0
1922,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,74.7,,,,1
1922,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,2658,,,,0
1922,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,0.5,,,,2
1922,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,1329,,,,0
1922,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,38100,,,,0
1922,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,97,,,,1
1922,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,3695,,,,0
1922,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,0.97,,,,2
1922,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,3572,,,,0
1922,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,74800,,,,0
1922,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,98.5,,,,1
1922,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,7369,,,,0
1922,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,0.83,,,,2
1922,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,6116,,,,0
1922,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,206200,,,,0
1922,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,82.4,,,,1
1922,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,16983,,,,0
1922,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,1.08,,,,2
1922,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,18342,,,,0
1922,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,172900,,,,0
1922,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,70.6,,,,1
1922,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,12210,,,,0
1922,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,0.9,,,,2
1922,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,10989,,,,0
1922,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,38800,,,,0
1922,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,96,,,,1
1922,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,3725,,,,0
1922,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,0.47,,,,2
1922,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,1751,,,,0
1922,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,55600,,,,0
1922,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,72.2,,,,1
1922,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,4012,,,,0
1922,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,0.8,,,,2
1922,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,3210,,,,0
1922,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,42500,,,,0
1922,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,65.7,,,,1
1922,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2791,,,,0
1922,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,0.83,,,,2
1922,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,2317,,,,0
1922,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,19200,,,,0
1922,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,119.9,,,,1
1922,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,2302,,,,0
1922,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,1.17,,,,2
1922,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,2694,,,,0
1923,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,560900,,,,0
1923,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,98.9,,,,1
1923,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,55497,,,,0
1923,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,1.02,,,,2
1923,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,56418,,,,0
1923,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,31400,,,,0
1923,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,87,,,,1
1923,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,2732,,,,0
1923,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,0.65,,,,2
1923,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,1776,,,,0
1923,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,27600,,,,0
1923,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,120,,,,1
1923,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,3311,,,,0
1923,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,1.21,,,,2
1923,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,4014,,,,0
1923,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,45500,,,,0
1923,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,132.8,,,,1
1923,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,6043,,,,0
1923,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,1,,,,2
1923,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,6043,,,,0
1923,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,157800,,,,0
1923,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,118.9,,,,1
1923,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,18761,,,,0
1923,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,1.02,,,,2
1923,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,19177,,,,0
1923,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,164700,,,,0
1923,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,69.7,,,,1
1923,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,11479,,,,0
1923,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,1.27,,,,2
1923,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,14560,,,,0
1923,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,28500,,,,0
1923,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,68.1,,,,1
1923,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,1942,,,,0
1923,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,0.92,,,,2
1923,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,1787,,,,0
1923,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,47400,,,,0
1923,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,92.2,,,,1
1923,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,4370,,,,0
1923,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,0.83,,,,2
1923,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,3632,,,,0
1923,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,40000,,,,0
1923,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,119,,,,1
1923,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,4759,,,,0
1923,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,0.6,,,,2
1923,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,2846,,,,0
1923,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,18100,,,,0
1923,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,116,,,,1
1923,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,2100,,,,0
1923,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,1.23,,,,2
1923,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,2583,,,,0
1924,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,561600,,,,0
1924,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,100.9,,,,1
1924,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,56648,,,,0
1924,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,0.85,,,,2
1924,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,47956,,,,0
1924,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,37200,,,,0
1924,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,155.3,,,,1
1924,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,5776,,,,0
1924,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,0.44,,,,2
1924,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,2558,,,,0
1924,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,29100,,,,0
1924,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,106.9,,,,1
1924,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,3112,,,,0
1924,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,0.6,,,,2
1924,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,1867,,,,0
1924,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,46200,,,,0
1924,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,155.9,,,,1
1924,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,7203,,,,0
1924,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,0.42,,,,2
1924,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,3025,,,,0
1924,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,159000,,,,0
1924,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,105.3,,,,1
1924,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,16743,,,,0
1924,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,0.96,,,,2
1924,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,16073,,,,0
1924,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,169100,,,,0
1924,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,88.6,,,,1
1924,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,14980,,,,0
1924,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,0.89,,,,2
1924,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,13278,,,,0
1924,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,28700,,,,0
1924,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,69.1,,,,1
1924,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,1984,,,,0
1924,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,1.04,,,,2
1924,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,2063,,,,0
1924,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,44500,,,,0
1924,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,48,,,,1
1924,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,2137,,,,0
1924,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,1.54,,,,2
1924,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,3291,,,,0
1924,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,31500,,,,0
1924,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,93.6,,,,1
1924,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2949,,,,0
1924,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,0.95,,,,2
1924,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,2802,,,,0
1924,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,16300,,,,0
1924,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,108.2,,,,1
1924,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,1764,,,,0
1924,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,1.7,,,,2
1924,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,2999,,,,0
1925,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,522400,,,,0
1925,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,77,,,,1
1925,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,40217,,,,0
1925,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,2.06,,,,2
1925,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,82860,,,,0
1925,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,34100,,,,0
1925,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,113.2,,,,1
1925,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,3859,,,,0
1925,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,1.75,,,,2
1925,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,6753,,,,0
1925,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,27900,,,,0
1925,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,92.1,,,,1
1925,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,2570,,,,0
1925,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,1.78,,,,2
1925,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,4575,,,,0
1925,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,40000,,,,0
1925,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,105.8,,,,1
1925,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,4232,,,,0
1925,New Brunswick,2016A000213,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47176,5.4,1.78,,,,2
1925,New Brunswick,2016A000213,"Total farm value, potatoes",Dollars,81,thousands,3,v47187,5.5,7525,,,,0
1925,Quebec,2016A000224,"Seeded area, potatoes",Acres,28,units ,0,v47144,6.1,156000,,,,0
1925,Quebec,2016A000224,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47155,6.2,70.4,,,,1
1925,Quebec,2016A000224,"Production, potatoes",Hundredweight,156,thousands,3,v47166,6.3,10982,,,,0
1925,Quebec,2016A000224,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47177,6.4,3.25,,,,2
1925,Quebec,2016A000224,"Total farm value, potatoes",Dollars,81,thousands,3,v47188,6.5,35692,,,,0
1925,Ontario,2016A000235,"Seeded area, potatoes",Acres,28,units ,0,v47145,7.1,163800,,,,0
1925,Ontario,2016A000235,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47156,7.2,57.6,,,,1
1925,Ontario,2016A000235,"Production, potatoes",Hundredweight,156,thousands,3,v47167,7.3,9429,,,,0
1925,Ontario,2016A000235,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47178,7.4,1.66,,,,2
1925,Ontario,2016A000235,"Total farm value, potatoes",Dollars,81,thousands,3,v47189,7.5,15652,,,,0
1925,Manitoba,2016A000246,"Seeded area, potatoes",Acres,28,units ,0,v47146,8.1,28100,,,,0
1925,Manitoba,2016A000246,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47157,8.2,84.8,,,,1
1925,Manitoba,2016A000246,"Production, potatoes",Hundredweight,156,thousands,3,v47168,8.3,2382,,,,0
1925,Manitoba,2016A000246,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47179,8.4,1.29,,,,2
1925,Manitoba,2016A000246,"Total farm value, potatoes",Dollars,81,thousands,3,v47190,8.5,3066,,,,0
1925,Saskatchewan,2016A000247,"Seeded area, potatoes",Acres,28,units ,0,v47147,9.1,32800,,,,0
1925,Saskatchewan,2016A000247,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47158,9.2,84.3,,,,1
1925,Saskatchewan,2016A000247,"Production, potatoes",Hundredweight,156,thousands,3,v47169,9.3,2764,,,,0
1925,Saskatchewan,2016A000247,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47180,9.4,1.38,,,,2
1925,Saskatchewan,2016A000247,"Total farm value, potatoes",Dollars,81,thousands,3,v47191,9.5,3828,,,,0
1925,Alberta,2016A000248,"Seeded area, potatoes",Acres,28,units ,0,v47148,10.1,21900,,,,0
1925,Alberta,2016A000248,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47159,10.2,97.5,,,,1
1925,Alberta,2016A000248,"Production, potatoes",Hundredweight,156,thousands,3,v47170,10.3,2136,,,,0
1925,Alberta,2016A000248,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47181,10.4,1.17,,,,2
1925,Alberta,2016A000248,"Total farm value, potatoes",Dollars,81,thousands,3,v47192,10.5,2509,,,,0
1925,British Columbia,2016A000259,"Seeded area, potatoes",Acres,28,units ,0,v47149,11.1,17800,,,,0
1925,British Columbia,2016A000259,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47160,11.2,104.7,,,,1
1925,British Columbia,2016A000259,"Production, potatoes",Hundredweight,156,thousands,3,v47171,11.3,1863,,,,0
1925,British Columbia,2016A000259,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47182,11.4,1.75,,,,2
1925,British Columbia,2016A000259,"Total farm value, potatoes",Dollars,81,thousands,3,v47193,11.5,3260,,,,0
1926,Canada,2016A000011124,"Seeded area, potatoes",Acres,28,units ,0,v47140,1.1,523100,,,,0
1926,Canada,2016A000011124,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47151,1.2,89.7,,,,1
1926,Canada,2016A000011124,"Production, potatoes",Hundredweight,156,thousands,3,v47162,1.3,46937,,,,0
1926,Canada,2016A000011124,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47173,1.4,1.47,,,,2
1926,Canada,2016A000011124,"Total farm value, potatoes",Dollars,81,thousands,3,v47184,1.5,69204,,,,0
1926,Prince Edward Island,2016A000211,"Seeded area, potatoes",Acres,28,units ,0,v47141,3.1,34900,,,,0
1926,Prince Edward Island,2016A000211,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47152,3.2,131.9,,,,1
1926,Prince Edward Island,2016A000211,"Production, potatoes",Hundredweight,156,thousands,3,v47163,3.3,4603,,,,0
1926,Prince Edward Island,2016A000211,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47174,3.4,1.3,,,,2
1926,Prince Edward Island,2016A000211,"Total farm value, potatoes",Dollars,81,thousands,3,v47185,3.5,5992,,,,0
1926,Nova Scotia,2016A000212,"Seeded area, potatoes",Acres,28,units ,0,v47142,4.1,29500,,,,0
1926,Nova Scotia,2016A000212,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47153,4.2,105.6,,,,1
1926,Nova Scotia,2016A000212,"Production, potatoes",Hundredweight,156,thousands,3,v47164,4.3,3115,,,,0
1926,Nova Scotia,2016A000212,"Average farm price, potatoes",Dollars per hundredweight,110,units ,0,v47175,4.4,1.49,,,,2
1926,Nova Scotia,2016A000212,"Total farm value, potatoes",Dollars,81,thousands,3,v47186,4.5,4641,,,,0
1926,New Brunswick,2016A000213,"Seeded area, potatoes",Acres,28,units ,0,v47143,5.1,42700,,,,0
1926,New Brunswick,2016A000213,"Average yield, potatoes",Hundredweight per harvested acres,159,units ,0,v47154,5.2,142.6,,,,1
1926,New Brunswick,2016A000213,"Production, potatoes",Hundredweight,156,thousands,3,v47165,5.3,6090,,,,0
