source:,"Table 32-10-0119-01  Production and disposition of eggs, annual",,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Production and disposition,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1955,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61090,2.1,0,,,,0
1955,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61091,2.11,0,,,,0
1955,Newfoundland and Labrador,2016A000210,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61092,2.12,0,,,,0
1955,Prince Edward Island,2016A000211,Average number of layers,Layers,201,thousands,3,v61002,3.1,421,,,,0
1955,Prince Edward Island,2016A000211,Eggs per 100 layers,Eggs,132,units ,0,v61013,3.2,17590,,,,0
1955,Prince Edward Island,2016A000211,Production of eggs in shell,Dozens,129,thousands,3,v61024,3.3,6145,,,,0
1955,Prince Edward Island,2016A000211,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61025,3.4,5320,,,,0
1955,Prince Edward Island,2016A000211,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61026,3.5,92,,,,0
1955,Prince Edward Island,2016A000211,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61027,3.6,729,,,,0
1955,Prince Edward Island,2016A000211,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61028,3.7,4,,,t,0
1955,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,2184,,,,0
1955,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,1877,,,,0
1955,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,49,,,,0
1955,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,257,,,,0
1955,Prince Edward Island,2016A000211,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61088,3.13,1,,,t,0
1955,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,1101,,,,0
1955,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,19130,,,,0
1955,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,17467,,,,0
1955,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,15933,,,,0
1955,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,297,,,,0
1955,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,1231,,,,0
1955,Nova Scotia,2016A000212,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61039,4.7,6,,,t,0
1955,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,8260,,,,0
1955,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,7511,,,,0
1955,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,180,,,,0
1955,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,566,,,,0
1955,Nova Scotia,2016A000212,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61097,4.13,3,,,t,0
1955,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,547,,,,0
1955,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,17219,,,,0
1955,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,7786,,,,0
1955,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,6180,,,,0
1955,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,131,,,,0
1955,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,1466,,,,0
1955,New Brunswick,2016A000213,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61045,5.7,9,,,t,0
1955,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,3788,,,,0
1955,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,3017,,,,0
1955,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,69,,,,0
1955,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,698,,,,0
1955,New Brunswick,2016A000213,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61102,5.13,4,,,t,0
1955,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4182,,,,0
1955,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,17533,,,,0
1955,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,60570,,,,0
1955,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,49989,,,,0
1955,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,1346,,,,0
1955,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,9194,,,,0
1955,Quebec,2016A000224,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61051,6.7,41,,,t,0
1955,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,27746,,,,0
1955,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,22666,,,,0
1955,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,988,,,,0
1955,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,4074,,,,0
1955,Quebec,2016A000224,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61107,6.13,18,,,t,0
1955,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,10467,,,,0
1955,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,17954,,,,0
1955,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,155337,,,,0
1955,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,138754,,,,0
1955,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,5357,,,,0
1955,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,11064,,,,0
1955,Ontario,2016A000235,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61057,7.7,162,,,t,0
1955,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,66778,,,,0
1955,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,59328,,,,0
1955,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,2759,,,,0
1955,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,4623,,,,0
1955,Ontario,2016A000235,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61112,7.13,68,,,t,0
1955,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,2432,,,,0
1955,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,16041,,,,0
1955,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,32202,,,,0
1955,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,27169,,,,0
1955,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,818,,,,0
1955,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,4194,,,,0
1955,Manitoba,2016A000246,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61063,8.7,21,,,t,0
1955,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,11290,,,,0
1955,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,9419,,,,0
1955,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,461,,,,0
1955,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,1403,,,,0
1955,Manitoba,2016A000246,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61117,8.13,7,,,t,0
1955,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,3025,,,,0
1955,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,14925,,,,0
1955,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,37192,,,,0
1955,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,27115,,,,0
1955,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,735,,,,0
1955,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,9288,,,,0
1955,Saskatchewan,2016A000247,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61069,9.7,54,,,t,0
1955,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,12225,,,,0
1955,Saskatchewan,2016A000247,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61119,9.1,8861,,,,0
1955,Saskatchewan,2016A000247,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61120,9.11,436,,,,0
1955,Saskatchewan,2016A000247,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61121,9.12,2911,,,,0
1955,Saskatchewan,2016A000247,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61122,9.13,17,,,t,0
1955,Alberta,2016A000248,Average number of layers,Layers,201,thousands,3,v61010,10.1,3253,,,,0
1955,Alberta,2016A000248,Eggs per 100 layers,Eggs,132,units ,0,v61021,10.2,15647,,,,0
1955,Alberta,2016A000248,Production of eggs in shell,Dozens,129,thousands,3,v61071,10.3,41882,,,,0
1955,Alberta,2016A000248,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61072,10.4,32804,,,,0
1955,Alberta,2016A000248,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61073,10.5,1025,,,,0
1955,Alberta,2016A000248,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61074,10.6,7989,,,,0
1955,Alberta,2016A000248,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61075,10.7,64,,,t,0
1955,Alberta,2016A000248,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61123,10.9,14845,,,,0
1955,Alberta,2016A000248,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61124,10.1,11523,,,,0
1955,Alberta,2016A000248,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61125,10.11,590,,,,0
1955,Alberta,2016A000248,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61126,10.12,2710,,,,0
1955,Alberta,2016A000248,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61127,10.13,22,,,t,0
1955,British Columbia,2016A000259,Average number of layers,Layers,201,thousands,3,v61011,11.1,1911,,,,0
1955,British Columbia,2016A000259,Eggs per 100 layers,Eggs,132,units ,0,v61022,11.2,17363,,,,0
1955,British Columbia,2016A000259,Production of eggs in shell,Dozens,129,thousands,3,v61077,11.3,27430,,,,0
1955,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,24820,,,,0
1955,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,842,,,,0
1955,British Columbia,2016A000259,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61080,11.6,1733,,,,0
1955,British Columbia,2016A000259,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61081,11.7,35,,,t,0
1955,British Columbia,2016A000259,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61128,11.9,12577,,,,0
1955,British Columbia,2016A000259,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61129,11.1,11273,,,,0
1955,British Columbia,2016A000259,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61130,11.11,525,,,,0
1955,British Columbia,2016A000259,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61131,11.12,764,,,,0
1955,British Columbia,2016A000259,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61132,11.13,15,,,t,0
1956,Canada,2016A000011124,Average number of layers,Layers,201,thousands,3,v61001,1.1,27106,,,,0
1956,Canada,2016A000011124,Eggs per 100 layers,Eggs,132,units ,0,v61012,1.2,17952,,,,0
1956,Canada,2016A000011124,Production of eggs in shell,Dozens,129,thousands,3,v61023,1.3,399758,,,,0
1956,Canada,2016A000011124,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61083,1.9,165986,,,,0
1956,Newfoundland and Labrador,2016A000210,Average number of layers,Layers,201,thousands,3,v61003,2.1,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Eggs per 100 layers,Eggs,132,units ,0,v61014,2.2,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Production of eggs in shell,Dozens,129,thousands,3,v61030,2.3,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61031,2.4,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61032,2.5,0,,,,0
1956,Newfoundland and Labrador,2016A000210,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61033,2.6,0,,,,0
1956,Newfoundland and Labrador,2016A000210,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61089,2.9,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61090,2.1,0,,,,0
1956,Newfoundland and Labrador,2016A000210,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61091,2.11,0,,,,0
1956,Newfoundland and Labrador,2016A000210,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61092,2.12,0,,,,0
1956,Prince Edward Island,2016A000211,Average number of layers,Layers,201,thousands,3,v61002,3.1,407,,,,0
1956,Prince Edward Island,2016A000211,Eggs per 100 layers,Eggs,132,units ,0,v61013,3.2,17254,,,,0
1956,Prince Edward Island,2016A000211,Production of eggs in shell,Dozens,129,thousands,3,v61024,3.3,5870,,,,0
1956,Prince Edward Island,2016A000211,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61025,3.4,4994,,,,0
1956,Prince Edward Island,2016A000211,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61026,3.5,92,,,,0
1956,Prince Edward Island,2016A000211,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61027,3.6,782,,,,0
1956,Prince Edward Island,2016A000211,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61028,3.7,2,,,t,0
1956,Prince Edward Island,2016A000211,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61084,3.9,2141,,,,0
1956,Prince Edward Island,2016A000211,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61085,3.1,1811,,,,0
1956,Prince Edward Island,2016A000211,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61086,3.11,52,,,,0
1956,Prince Edward Island,2016A000211,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61087,3.12,277,,,,0
1956,Prince Edward Island,2016A000211,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61088,3.13,1,,,t,0
1956,Nova Scotia,2016A000212,Average number of layers,Layers,201,thousands,3,v61004,4.1,1087,,,,0
1956,Nova Scotia,2016A000212,Eggs per 100 layers,Eggs,132,units ,0,v61015,4.2,19894,,,,0
1956,Nova Scotia,2016A000212,Production of eggs in shell,Dozens,129,thousands,3,v61035,4.3,18026,,,,0
1956,Nova Scotia,2016A000212,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61036,4.4,16193,,,,0
1956,Nova Scotia,2016A000212,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61037,4.5,334,,,,0
1956,Nova Scotia,2016A000212,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61038,4.6,1497,,,,0
1956,Nova Scotia,2016A000212,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61039,4.7,2,,,t,0
1956,Nova Scotia,2016A000212,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61093,4.9,8562,,,,0
1956,Nova Scotia,2016A000212,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61094,4.1,7647,,,,0
1956,Nova Scotia,2016A000212,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61095,4.11,212,,,,0
1956,Nova Scotia,2016A000212,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61096,4.12,702,,,,0
1956,Nova Scotia,2016A000212,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61097,4.13,1,,,t,0
1956,New Brunswick,2016A000213,Average number of layers,Layers,201,thousands,3,v61005,5.1,554,,,,0
1956,New Brunswick,2016A000213,Eggs per 100 layers,Eggs,132,units ,0,v61016,5.2,17774,,,,0
1956,New Brunswick,2016A000213,Production of eggs in shell,Dozens,129,thousands,3,v61041,5.3,8077,,,,0
1956,New Brunswick,2016A000213,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61042,5.4,6490,,,,0
1956,New Brunswick,2016A000213,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61043,5.5,138,,,,0
1956,New Brunswick,2016A000213,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61044,5.6,1441,,,,0
1956,New Brunswick,2016A000213,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61045,5.7,8,,,t,0
1956,New Brunswick,2016A000213,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61098,5.9,4066,,,,0
1956,New Brunswick,2016A000213,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61099,5.1,3275,,,,0
1956,New Brunswick,2016A000213,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61100,5.11,71,,,,0
1956,New Brunswick,2016A000213,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61101,5.12,716,,,,0
1956,New Brunswick,2016A000213,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61102,5.13,4,,,t,0
1956,Quebec,2016A000224,Average number of layers,Layers,201,thousands,3,v61006,6.1,4037,,,,0
1956,Quebec,2016A000224,Eggs per 100 layers,Eggs,132,units ,0,v61017,6.2,17859,,,,0
1956,Quebec,2016A000224,Production of eggs in shell,Dozens,129,thousands,3,v61047,6.3,59544,,,,0
1956,Quebec,2016A000224,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61048,6.4,48868,,,,0
1956,Quebec,2016A000224,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61049,6.5,1701,,,,0
1956,Quebec,2016A000224,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61050,6.6,8926,,,,0
1956,Quebec,2016A000224,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61051,6.7,49,,,t,0
1956,Quebec,2016A000224,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61103,6.9,27702,,,,0
1956,Quebec,2016A000224,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61104,6.1,22365,,,,0
1956,Quebec,2016A000224,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61105,6.11,1279,,,,0
1956,Quebec,2016A000224,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61106,6.12,4036,,,,0
1956,Quebec,2016A000224,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61107,6.13,22,,,t,0
1956,Ontario,2016A000235,Average number of layers,Layers,201,thousands,3,v61007,7.1,10362,,,,0
1956,Ontario,2016A000235,Eggs per 100 layers,Eggs,132,units ,0,v61018,7.2,18830,,,,0
1956,Ontario,2016A000235,Production of eggs in shell,Dozens,129,thousands,3,v61053,7.3,160526,,,,0
1956,Ontario,2016A000235,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61054,7.4,143079,,,,0
1956,Ontario,2016A000235,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61055,7.5,5961,,,,0
1956,Ontario,2016A000235,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61056,7.6,11430,,,,0
1956,Ontario,2016A000235,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61057,7.7,56,,,t,0
1956,Ontario,2016A000235,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61108,7.9,68721,,,,0
1956,Ontario,2016A000235,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61109,7.1,60738,,,,0
1956,Ontario,2016A000235,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61110,7.11,3167,,,,0
1956,Ontario,2016A000235,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61111,7.12,4790,,,,0
1956,Ontario,2016A000235,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61112,7.13,26,,,t,0
1956,Manitoba,2016A000246,Average number of layers,Layers,201,thousands,3,v61008,8.1,2326,,,,0
1956,Manitoba,2016A000246,Eggs per 100 layers,Eggs,132,units ,0,v61019,8.2,17156,,,,0
1956,Manitoba,2016A000246,Production of eggs in shell,Dozens,129,thousands,3,v61059,8.3,32854,,,,0
1956,Manitoba,2016A000246,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61060,8.4,27651,,,,0
1956,Manitoba,2016A000246,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61061,8.5,893,,,,0
1956,Manitoba,2016A000246,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61062,8.6,4300,,,,0
1956,Manitoba,2016A000246,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61063,8.7,10,,,t,0
1956,Manitoba,2016A000246,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61113,8.9,11573,,,,0
1956,Manitoba,2016A000246,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61114,8.1,9594,,,,0
1956,Manitoba,2016A000246,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61115,8.11,516,,,,0
1956,Manitoba,2016A000246,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61116,8.12,1460,,,,0
1956,Manitoba,2016A000246,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61117,8.13,3,,,t,0
1956,Saskatchewan,2016A000247,Average number of layers,Layers,201,thousands,3,v61009,9.1,2950,,,,0
1956,Saskatchewan,2016A000247,Eggs per 100 layers,Eggs,132,units ,0,v61020,9.2,15893,,,,0
1956,Saskatchewan,2016A000247,Production of eggs in shell,Dozens,129,thousands,3,v61065,9.3,38352,,,,0
1956,Saskatchewan,2016A000247,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61066,9.4,27953,,,,0
1956,Saskatchewan,2016A000247,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61067,9.5,744,,,,0
1956,Saskatchewan,2016A000247,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61068,9.6,9625,,,,0
1956,Saskatchewan,2016A000247,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61069,9.7,30,,,t,0
1956,Saskatchewan,2016A000247,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61118,9.9,12807,,,,0
1956,Saskatchewan,2016A000247,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61119,9.1,9226,,,,0
1956,Saskatchewan,2016A000247,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61120,9.11,462,,,,0
1956,Saskatchewan,2016A000247,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61121,9.12,3110,,,,0
1956,Saskatchewan,2016A000247,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61122,9.13,9,,,t,0
1956,Alberta,2016A000248,Average number of layers,Layers,201,thousands,3,v61010,10.1,3343,,,,0
1956,Alberta,2016A000248,Eggs per 100 layers,Eggs,132,units ,0,v61021,10.2,16725,,,,0
1956,Alberta,2016A000248,Production of eggs in shell,Dozens,129,thousands,3,v61071,10.3,45689,,,,0
1956,Alberta,2016A000248,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61072,10.4,36119,,,,0
1956,Alberta,2016A000248,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61073,10.5,1252,,,,0
1956,Alberta,2016A000248,"Disposition of eggs, home consumption",Dozens,129,thousands,3,v61074,10.6,8273,,,,0
1956,Alberta,2016A000248,"Production of eggs, producers' use for hatching",Dozens,129,thousands,3,v61075,10.7,45,,,t,0
1956,Alberta,2016A000248,"Value of production of eggs in shell, total",Dollars,81,thousands,3,v61123,10.9,15926,,,,0
1956,Alberta,2016A000248,Value of disposition of eggs in shell sold for consumption [116111111],Dollars,81,thousands,3,v61124,10.1,12377,,,,0
1956,Alberta,2016A000248,Value of disposition of eggs in shell for hatcheries [116111211],Dollars,81,thousands,3,v61125,10.11,749,,,,0
1956,Alberta,2016A000248,"Value of disposition of eggs, home consumption",Dollars,81,thousands,3,v61126,10.12,2785,,,,0
1956,Alberta,2016A000248,"Value of production of eggs, producers' use for hatching",Dollars,81,thousands,3,v61127,10.13,15,,,t,0
1956,British Columbia,2016A000259,Average number of layers,Layers,201,thousands,3,v61011,11.1,2040,,,,0
1956,British Columbia,2016A000259,Eggs per 100 layers,Eggs,132,units ,0,v61022,11.2,18723,,,,0
1956,British Columbia,2016A000259,Production of eggs in shell,Dozens,129,thousands,3,v61077,11.3,30820,,,,0
1956,British Columbia,2016A000259,Disposition of eggs in shell sold for consumption [116111111],Dozens,129,thousands,3,v61078,11.4,27309,,,,0
1956,British Columbia,2016A000259,Disposition of eggs in shell for hatcheries [116111211],Dozens,129,thousands,3,v61079,11.5,1023,,,,0
